model_id,category,category_clean,name,room_type,usable_room_types,style,anchor_type,placement_zone,layout_scale
2c80e8261b08d3e76c18e71fd49c4dc,"faucet,spigot",faucet,Charlotte Two Handle Wall-Mount Lavatory Faucet  by Brizo | 65885LF-PCLHP,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
2d47bde73180097d76d20e73c57c9a03,"faucet,spigot",faucet,Baliza Single Handle Single Hole Lavatory Faucet by Brizo | 65005LF-PC,Kitchen Room,Bathroom|Kitchen Room,Southeast Asia,fixture,sink_zone,0.5
2e31697d451f89843321831d2245cf06,"faucet,spigot",faucet,K-13963 Elateâ„¢ pullout Kitchen Room faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
2f44351ce849a8056f893b5bc716a3fa,"faucet,spigot",faucet,Bathroom Vanity Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
2f46e4d513207150b362845c6edb57fc,"faucet,spigot",faucet,Betap Wall Mounted Bath/Shower Mixer,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3a30f6f46c4f1774e4e346ee2650d150,"faucet,spigot",faucet,"True Union Diaphragm Valve type 14 - DIN, Spigot type",Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3a32f3b62d76fbd8b362845c6edb57fc,"faucet,spigot",faucet,Touch Monoblock Bidet Mixer with Pop-up Waste,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3a86bbcb33d39bc72636ff7d41908032,"faucet,spigot",faucet,Ideal Standard Celia Kitchen Room Faucet KÃ¼chenarmatur,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3ab88b710b8ad3ee3321831d2245cf06,"faucet,spigot",faucet,K-7507 PuristÂ® Primary Swing Spout Kitchen Room Faucet without Spray,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3af3bb6e47732764c36fb70296e45483,"faucet,spigot",faucet,Vesi Channel Chrome TempAssure Thermostatic Valve Trim by Brizo | T60040-PC,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
3b0a1265844b0a54e7ec4274d0a48ec,"water faucet,water tap,tap,hydrant",water faucet,Taps by Opank tea,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3bd7088a61b81842c129b46efdbc7885,"faucet,spigot",faucet,bathroom faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3be00bc0418fa112b362845c6edb57fc,"faucet,spigot",faucet,Loft Elite Monoblock Bidet Mixer with Pop-up Waste,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3beb681d384c32a076d20e73c57c9a03,"faucet,spigot",faucet,Virage Diverter Trim by Brizo - T60630-PC,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3c38d1543ca1b63a9bdc22a1e02e82,"faucet,spigot",faucet,KWC EVE,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3c8af998b8d3336c7793996e6e93af11,"faucet,spigot",faucet,Waterstone 5500 Pulldown Kitchen Room Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3ca7d12fe0b4fc5d3321831d2245cf06,"faucet,spigot",faucet,K-7514 Hybrid sculpted Touchless deck-mount faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3cace6ee49f5bfb0b362845c6edb57fc,"faucet,spigot",faucet,Loft-T Wall-mounted Shower Mixer,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3d9c646e912c7723af0b75abe6dfe88a,"water faucet,water tap,tap,hydrant",water faucet,Tap,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3dccc5e096aa99e4fe2ecb70903654e9,"faucet,spigot",faucet,Sloan Optima ESD-200-250 Sensor Activated Electronic Soap Dispenser,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3e208d2bcf317a2b362845c6edb57fc,"faucet,spigot",faucet,Touch Monoblock Basin Mixer with Pop-up Waste,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3f6ac7c3927f9e61f38c4a12750d961b,"faucet,spigot",faucet,Charlotte Electronic Lavatory Faucet With Proximity by Brizo | 65685LF-PC,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
3f99e84747ae5e0216f1e46eb2815c0b,"faucet,spigot",faucet,Grohe Essence,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4a03d0bf342959e7c36fb70296e45483,"faucet,spigot",faucet,RSVP Chrome TempAssure Thermostatic Valve Trim by Brizo | T60090-PC,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
4a44ef4b181f1101b362845c6edb57fc,"faucet,spigot",faucet,Vectra Wall-mounted Sink Mixer with Superior Swivel Spout,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4a77b3d8bca397c5f6c00faf69d13ed1,"faucet,spigot",faucet,Toto Aquia Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4a9a49b9d5b267d4b7a867e9b35a1295,"faucet,spigot",faucet,JUSTIME Tip-Touch Lavatory Faucet_6790-N0-80CPæ°´é¾é ­,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4af74fd7eaac11a2b7a867e9b35a1295,"faucet,spigot",faucet,JUSTIME Lucky Seven Series Kitchen Room Faucet  æ°´é¾é ­,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4baadfa07397fff83321831d2245cf06,"faucet,spigot",faucet,"K-11075-4 ArcherÂ® lavatory faucet with 4"" centers",Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4bc18e1398c1b56173ec0850b5880d3f,"water faucet,water tap,tap,hydrant",water faucet,VPH-4 + SP-4,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4bcbe4f02228788d50da8b99982a3057,"faucet,spigot",faucet,JUSTIME Basin Faucet (Extra-Length Type) 7757-90-80CP,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4be2cb4c94a4ae9f3321831d2245cf06,"faucet,spigot",faucet,K-7337-4 HiRise two-hole deck-mount bridge Kitchen Room sink faucet with 10-1,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4befbb7f5548a835fe1bdd3c0c9e9c3c,"faucet,spigot",faucet,Colonne de douche multifonction,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4c1ebf8c47731b573321831d2245cf06,"faucet,spigot",faucet,K-13136 PinstripeÂ® showerarm and flange,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4c3fe77fab3730caec944ac16e6ab528,"water faucet,water tap,tap,hydrant,faucet,spigot",water faucet,Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4ce9747bda12fba68616812464c86290,"water faucet,water tap,tap,hydrant",water faucet,Kitchen Room tap / Keukenkraan,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4d8b953c08a287c26eb5b970490a0d07,"faucet,spigot",faucet,Dornbracht eno 33870760,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4de724831f09791676c18e71fd49c4dc,"faucet,spigot",faucet,Solna Chrome Single Handle Pull-Down Kitchen Room Faucet by Brizo | 64020LF-PC,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
4de8400e15f1ce79b362845c6edb57fc,"faucet,spigot",faucet,Esmai Mezclador Exterior Fregadero Cano Giratorio,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4eca4ca3fc1a63ba50da8b99982a3057,"faucet,spigot",faucet,JUSTIME  Basin Faucet_6766-90-80CP,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4ed3d9c8a8ff37ebb7a867e9b35a1295,"faucet,spigot",faucet,JUTIME_Kitchen Room faucet_6771-96-80CP,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4efc45b85110c23276c18e71fd49c4dc,"faucet,spigot",faucet,"Charlotte Two Handle Widespread Lavatory Faucet by Brizo | 65385LF-PCLHP, HL5385-PNCO",Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4f3871c661ac8ae6c36fb70296e45483,"faucet,spigot",faucet,RSVP Chrome Two Handle Widespread Lavatory with Cross Handles by Brizo | 65390LF-PCLHP,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
4f9b778e5bc6e251a8f6851a5d3f13b6,"faucet,spigot",faucet,Riobel - Caesar Faucet CR01XX,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
4fbb6add41adf7eb843f813f752a5e35,"faucet,spigot",faucet,keukenkraan NEFF nieuw mod. 5,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5a0e759e281cfac71250bcd0500910e5,"faucet,spigot",faucet,Hose Bibb (Generic),Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5ae7c06613656ce8db0923ddab67dd72,"water faucet,water tap,tap,hydrant",water faucet,Blanco Vonda,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5ae9420bed69471576c18e71fd49c4dc,"faucet,spigot",faucet,Charlotte High Flow Volume Control Trim  by Brizo | T66685-PNCO,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5aeed0c9db054c395f12a496ed94ff1d,"faucet,spigot",faucet,Axor Citterio M 34127000 Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5b0049fff25483854e0738735f157c3,"water faucet,water tap,tap,hydrant,faucet,spigot",water faucet,Moncomando de LavatÃ³rio Alto Focus da HRR,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5b7e61559ed415c6f893b5bc716a3fa,"faucet,spigot",faucet,Roman tub faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5ba4d7ff5de1e727c36fb70296e45483,"faucet,spigot",faucet,RSVP Chrome Two Handle Widespread Lavatory with Blue Glass Finial by Brizo | 65390LF-PCLHP-RP48903PC,Kitchen Room,Bathroom|Kitchen Room,Mediterranean,fixture,sink_zone,0.5
5ba6bb8365b474f773ecd661ad15c4dd,"water faucet,water tap,tap,hydrant",water faucet,Tap,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5c93abb4d8158919c36fb70296e45483,"faucet,spigot",faucet,Tresa Chrome Single Handle Single Hole Vessel Lavatory Faucet by Brizo | 65436LF-PC,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
5cc1d274e57dcef73321831d2245cf06,"faucet,spigot",faucet,K-T14428-4 PuristÂ® bath or deck-mount high-flow bath faucet trim with lever handles,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5d7475a12087aba3176bf371ba7a6ff,"water faucet,water tap,tap,hydrant,faucet,spigot",water faucet,Faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5ded149f15be08af526fd4dfffaede08,"water faucet,water tap,tap,hydrant",water faucet,Pyramis Rialto Kitchen Room and bathroom tap,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5f46e75b9faf77c876c18e71fd49c4dc,"faucet,spigot",faucet,SIDERNA TWO HANDLE WIDESPREAD LAVATORY FAUCET by Brizo | 65380LF-BN,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5f76becd78c7eb2bb362845c6edb57fc,"faucet,spigot",faucet,Monodin Shelf Sink Mixer with High Spout,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
5f9c1f87d28294153321831d2245cf06,"faucet,spigot",faucet,K-T314-4M FinialÂ® Traditional deck-mount high-flow bath faucet trim with lever handles,Kitchen Room,Bathroom|Kitchen Room,Vintage/Retro,fixture,sink_zone,0.5
6a3bdf75976bcd914b35a7d7cea7130,"water faucet,water tap,tap,hydrant",water faucet,SK3 - Lucia Square Sidelever Mixer - Kitchen Room Tapware - Abey,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6a8665f6cac2eaf73321831d2245cf06,"faucet,spigot",faucet,K-110-3 Antiqueâ„¢ bath faucet with handshower and six-prong handles,Kitchen Room,Bathroom|Kitchen Room,Vintage/Retro,fixture,sink_zone,0.5
6b23fe58eecdc1946048f75ed36a5ac0,"water faucet,water tap,tap,hydrant",water faucet,Mixer Tap,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6b48e8d129f22956b362845c6edb57fc,"faucet,spigot",faucet,Targa Monoblock Sink Mixer with High Swivel Spout,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6b513f89b3b0a06b2b3e9b6eb52d35df,"faucet,spigot",faucet,Kohler Clairette faucet,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6c692c34625914a64cc3b7bdfa613934,"water faucet,water tap,tap,hydrant",water faucet,tap 2,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6ca769c3a4429e4150da8b99982a3057,"faucet,spigot",faucet,JUSTIME Basin Faucet (Extra-Length Type) 7757-91-80CP,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6e1051dae8109411b362845c6edb57fc,"faucet,spigot",faucet,Moai-T Wall-mounted Shower Mixer,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6f2fcfb9f844979f87dd60af81c93a3c,"water faucet,water tap,tap,hydrant",water faucet,Miscelatore,Kitchen Room,Bathroom|Kitchen Room,Modern,fixture,sink_zone,0.5
6f3d84d580aa77f0c36fb70296e45483,"faucet,spigot",faucet,Siderna Chrome 4 Hole Roman Tub-Hand Shower-Black Glass Accent Handles | T67480-PCLHP-HL682-PC,Kitchen Room,Bathroom|Kitchen Room,Industrial,fixture,sink_zone,0.5
1a74ca07a11f507554d7082b34825ef0,"bathtub,bathing tub,bath,tub",bathtub,"K-1821 UnderscoreÂ® 66"" x 32"" drop-in bath",Bathroom,Bathroom,Modern,fixture,wall,1.2
1acfdd86f8d48bb19750530d0552b23,"bathtub,bathing tub,bath,tub",bathtub,Aveo Bath Special shape,Bathroom,Bathroom,Modern,fixture,wall,1.2
1b021f1332e7d185ccd0340812259a39,"bathtub,bathing tub,bath,tub",bathtub,IP 6829 Fiji L 160x90,Bathroom,Bathroom,Modern,fixture,wall,1.2
1b6bbfbba694e33476c18e71fd49c4dc,"bathtub,bathing tub,bath,tub",bathtub,Soap Dish Brushed Nickel by Brizo | 695560-BN,Bathroom,Bathroom,Modern,fixture,wall,1.2
1c6117c2eef53221b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Genova 1700x750 Water Massage,Bathroom,Bathroom,Modern,fixture,wall,1.2
1c68386f4be530973321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1173-GCR UnderscoreÂ® 5.5' BubbleMassageâ„¢ bath with chromatherapy,Bathroom,Bathroom,Modern,fixture,wall,1.2
1c908b81867d6d85b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Haiti 1700x800 wo/Massage w/Handgrips,Bathroom,Bathroom,Modern,fixture,wall,1.2
1cc2487bfbc0209e3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1127-L 6042 Bath with flange and left-hand drain,Bathroom,Bathroom,Modern,fixture,wall,1.2
1ccb1ab19056b80891a2440e0fc33776,"bathtub,bathing tub,bath,tub",bathtub,bath,Bathroom,Bathroom,Modern,fixture,wall,1.2
1dc36bb29702c28b3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1418-H2 MemoirsÂ® 6' whirlpool,Bathroom,Bathroom,Modern,fixture,wall,1.2
1dc8e88da760f186ccd0340812259a39,"bathtub,bathing tub,bath,tub",bathtub,IP 6885 Society 190x80,Bathroom,Bathroom,Modern,fixture,wall,1.2
1e454ec01708c3b24c62bee40dcdc539,"bathtub,bathing tub,bath,tub",bathtub,DB30-3,Bathroom,Bathroom,Modern,fixture,wall,1.2
1ea8a2646a0e33afcd2957531fcac5d6,"bathtub,bathing tub,bath,tub",bathtub,Whirlpool tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
1f026dc37ca7c7b26b448b8aaebb705c,"bathtub,bathing tub,bath,tub",bathtub,Dado Carmen Stone Basin,Bathroom,Bathroom,Modern,fixture,wall,1.2
1f0ae93f9aafbe27322d134e1c4a80fc,"bathtub,bathing tub,bath,tub",bathtub,Public Pool,Bathroom,Bathroom,Modern,fixture,wall,1.2
1f3abd1016b4b39e4c62bee40dcdc539,"bathtub,bathing tub,bath,tub",bathtub,DB36-4,Bathroom,Bathroom,Modern,fixture,wall,1.2
1f5642ecc73ef347323f2769d46520fa,"bathtub,bathing tub,bath,tub",bathtub,K-1229 MariposaÂ® 5.5' bath with reversible drain,Bathroom,Bathroom,Modern,fixture,wall,1.2
1fb49b048e21c27344221bef0fa3c36b,"bathtub,bathing tub,bath,tub",bathtub,"Glenwood Wall Cabinet 24W2727B - 24"" Deep, Butt Doors",Bathroom,Bathroom,Modern,fixture,wall,1.2
2a28b3c0318590983c8d0fdfb1cc2535,"bathtub,bathing tub,bath,tub",bathtub,baignoire,Bathroom,Bathroom,Modern,fixture,wall,1.2
2a57aa530ef82b91904e03fa15bd73ec,"bathtub,bathing tub,bath,tub",bathtub,Cuba de apoio retangular Gran Pacific - Incepa,Bathroom,Bathroom,Modern,fixture,wall,1.2
2a5d4962869b1c34c62bee40dcdc539,"bathtub,bathing tub,bath,tub",bathtub,B12,Bathroom,Bathroom,Modern,fixture,wall,1.2
2a83a721763cb79df15dc88ff54e5f9f,"bathtub,bathing tub,bath,tub",bathtub,hot tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
2aadee812a70aa79fb3819b3d3d9c448,"bathtub,bathing tub,bath,tub",bathtub,Gazebo with hot tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
2ad3ff96fe7f5d46a9420f0961aa2e8f,"bathtub,bathing tub,bath,tub",bathtub,Contemporary Bathroom Design,Bathroom,Bathroom,Modern,fixture,wall,1.2
2ae90c52820a705a16af3198c99de08,"bathtub,bathing tub,bath,tub",bathtub,Bath,Bathroom,Bathroom,Modern,fixture,wall,1.2
2b1d6ad1dbdc945bc3f6ab99a06dd7a,"bathtub,bathing tub,bath,tub",bathtub,large pool,Bathroom,Bathroom,Modern,fixture,wall,1.2
2b535c15e1baec23ee2de8169f41c6e9,"bathtub,bathing tub,bath,tub",bathtub,Stone Hot Tub_model 1.0,Bathroom,Bathroom,Modern,fixture,wall,1.2
2b655690268f451a11fa1d2a0b030f17,"bathtub,bathing tub,bath,tub",bathtub,bath. Thermolux Talia 150,Bathroom,Bathroom,Modern,fixture,wall,1.2
2b6bea31677afd413321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-809-G0 KathrynÂ® 5.5' BubbleMassageâ„¢ baths with White airjets,Bathroom,Bathroom,Modern,fixture,wall,1.2
2b9228db2c77130d44221bef0fa3c36b,"bathtub,bathing tub,bath,tub",bathtub,"Glenwood Wall Cabinet 24W2721B - 24"" Deep, Butt Doors",Bathroom,Bathroom,Modern,fixture,wall,1.2
2bbad1610128749e1c17aef130ed6213,"bathtub,bathing tub,bath,tub",bathtub,IP2013.40 180x80x48,Bathroom,Bathroom,Modern,fixture,wall,1.2
2c217197bee9dfbcb362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Malibu 1600x750 w/Handgrips,Bathroom,Bathroom,Modern,fixture,wall,1.2
2c62b19b80a63f443321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1159-L 7236 Bath with flange and left-hand drain,Bathroom,Bathroom,Modern,fixture,wall,1.2
2cc413a8680b6269b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Newcast 1700x850 ext. grey w/Woodline Platform,Bathroom,Bathroom,Modern,fixture,wall,1.2
2d765fd16aedb02b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Dama Senso 1700x700/800 wo/Massage,Bathroom,Bathroom,Modern,fixture,wall,1.2
2e61279ce7db97ab3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1113-RA Windwardâ„¢ 5' bath with integral apron and right-hand drain,Bathroom,Bathroom,Modern,fixture,wall,1.2
2e752b6c5b6c1cf865793e85eb09b261,"bathtub,bathing tub,bath,tub",bathtub,hot tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
2ebcb0c668523047b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Faro 1700x750,Bathroom,Bathroom,Modern,fixture,wall,1.2
2edc92c82cc5db3d3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,"K-1946 ArcherÂ® ExoCrylicâ„¢ 60"" x 30"" drop-in Bath",Bathroom,Bathroom,Modern,fixture,wall,1.2
